ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Multicellular complex forming ability
16163,"IPCR 16-22, 16-22","DSM 40847, ATCC 29032, JCM 4168, KCC S-0168, BCRC 12165, CBS 199.75, CBS 207.78, CGMCC 4.1719, CGMCC 4.1851, CIP 108144, IFO 13819, NBRC 13819, NCIMB 11159, NRRL B-3729, RIA 1627, VKM Ac-928, VTT E-032076, CCRC 12165",1,Streptomyces mobaraensis,GCA_000342125,0
16162,,"DSM 40587, ATCC 27441, CBS 777.72, IFO 13476, ISP 5587, KCC S-0778, NBRC 13476, NRRL 3191, RIA 1437, UC 2654, JCM 4778, BCRC 12422, CECT 3263, VKM Ac-879",0,Streptoverticillium ladakanum,GCA_020099395,0
167972,NEAU-C151,"DSM 107808, CGMCC 4.7498",1,Streptomyces montanus,GCA_005786655,0
16220,SF-337,"DSM 40503, ATCC 19166, CBS 717.72, IFO 13416, ISP 5503, NBRC 13416, RIA 1377, JCM 4673, BCRC 15169, CGMCC 4.1986, CIP 108145, JCM 4793, KCTC 19944, NRRL B-12429, VKM Ac-1916, KCC S-0793",1,Streptomyces morookaensis,GCA_013030945,0
15416,Ital. 1131,"DSM 40091, ATCC 19788, CBS 540.68, IFO 12799, ISP 5091, JCM 4333, JCM 4595, NBRC 12799, NRRL B-2286, RIA 1067, BCRC 12061, CECT 3309, IFO 14802, KCTC 9492, LMG 10475, NBRC 14802, NCIMB 12701, PCM 2369, VKM Ac-1190",1,Streptomyces murinus,GCA_002154555,1
16332,,"DSM 41691, ATCC 43689, INA 4305, JCM 10455, NBRC 100999, VKM Ac-1779, CGMCC 4.1747, NRRL B-65393",1,Streptomyces mutomycini,GCA_001700505,0
16446,,"DSM 40276, ATCC 23941, CBS 925.68, IFO 12894, INA 1800/54, ISP 5276, NBRC 12894, RIA 1194, JCM 4401, BCRC 15127, CBS 103.61, CGMCC 4.1410, LMG 19332, NCIMB 14461, NCIMB 9856, NRRL B-12176, VKM Ac-1705",1,Streptomyces nigrescens,GCA_027626975,1
15425,0-20,"DSM 40023, ATCC 12769, ATCC 19792, CBS 544.68, DSM 41158, ETH 24344, ETH 24415, HUT 6032, IFO 12803, IFO 3362, IMRU 3728, ISP 5023, JCM 4064, KCC S-0064, KCC S-0598, KCTC 9761, NBRC 12803, NBRC 3362, RIA 1071, PSA 206, BCRC 13645, CGMCC 4.1973, JCM 4598, NCIMB 9717, NRRL B-1316, RIA 503, VKM Ac-1191, VKM Ac-1202",1,Streptomyces nitrosporeus,GCA_008704555,1
15426,Tü 32,"DSM 40638, ATCC 14971, CGMCC AS 4.1395, IFO 15428, IMET 43354, JCM 4234, KCC S-0234, NBRC 15428, NRRL B-2724, ETH 17860, CGMCC 4.1395, NBIMCC 1172",1,Streptomyces niveoruber,GCA_014649135,0
16313,,"DSM 41655, ATCC 29781, IFO 13794, JCM 3382, NBRC 13794, NRRL B-16930, CGMCC 4.1897, KCTC 9784",1,Streptomyces nojiriensis,GCA_014648615,0
15431,,"DSM 40358, ATCC 27452, CBS 134.20, CBS 669.72, IFO 13368, ISP 5358, NBRC 13368, NRRL B-1267, RIA 1329, JCM 4800, BCRC 15151, NRRL B-3011, VKM Ac-963",1,Streptomyces novaecaesareae,GCA_000716875,0
15436,,"DSM 40072, AS 4.1369, ATCC 19794, ATCC 3335, CBS 281.30, CBS 546.68, CUB 508, ETH 14308, IFO 12805, IMRU 3335, ISP 5072, JCM 4402, KCC S-0402, NBRC 12805, RIA 1073, BCRC 11485, BCRC 12491, CCM 3188, CCUG 11111, CGMCC 4.1336, CGMCC 4.1369, INA 3200, MTCC 1392, NBIMCC 3385, NRRL B-1224, NRRL B-3009, RIA 481, VKM Ac-254, VTT E-073025",1,Streptomyces olivaceus,GCA_000721235,1
15448,,"DSM 40451, ATCC 25479, ATCC 3336, CBS 889.69, ETH 11886, ETH 14310, ETH 9517, IFO 13067, IMRU 3336, ISP 5451, KCC S-0163, KCC S-0500, NBRC 13067, NRRL B-1341, RIA 1259, JCM 4163, BCRC 15163, CGMCC 4.2000, IFO 3178, IMET 40352, JCM 4500, KCTC 9064, NBRC 3178",1,Streptomyces olivochromogenes,GCA_001514115,0
16172,"1882, FI 1882","DSM 40571, ATCC 23202, CBS 767.72, IFO 13466, IPV 1901, ISP 5571, JCM 4546, JCM 4807, NBRC 13466, NRRL B-3379, RIA 1427, BCRC 15173, CECT 3267, CGMCC 4.1989, CIP 108141, IFM 1226, KCTC 9870, VKM Ac-929, KCC S-0807",1,Streptomyces orinoci,GCA_003121295,0
159200,NEAU-C40,"DSM 107943, CCTCC AA 2018038",1,Streptomyces oryziradicis,GCA_005047355,0
15452,,"DSM 40530, ATCC 27456, CBS 461.69, CBS 734.72, DSM 41250, IFO 13433, ISP 5530, JCM 4288, JCM 4809, KCC S-0288, KCC S-0809, NBRC 13433, NCIB 9445, NRRL 2939, RIA 1394, UC 2432, BCRC 12076, CGMCC 4.1443, IMET 43357, KCTC 9165, LMG 19357, NCIMB 9445, VKM Ac-1911, VTT E-073029",1,Streptomyces pactus,GCA_016031615,0
16182,,"DSM 41429, ATCC 14827, IPV 1982, JCM 4541, KCC S-0541, NRRL 2455, CBS 289.60, CGMCC 4.1760, IFO 15454, JCM 4871, NBIMCC 1699, NBRC 15454, VKM Ac-605",1,Streptomyces paromomycinus,GCA_003865155,1
15463,,"DSM 40073, ATCC 23945, ATCC 3338, CBS 929.68, ETH 20197, IFO 12898, IMRU 3338, ISP 5073, KCC S-0070, KCC S-0659, NBRC 12898, NCIMB 8505, RIA 1119, JCM 4070, BCRC 12484, CBS 282.30, CBS 288.60, CECT 3070, CGMCC 4.0613, CGMCC 4.1308, IFM 1051, IFO 3180, IMET 40355, JCM 4659, KCTC 9763, LMG 19348, NBRC 3180, NRRL B-1248, NRRL B-3010, RIA 61, VKM Ac-1002, VTT E-82160",1,Streptomyces phaeochromogenes,GCA_001418655,1
15132,FH 1277,"DSM 40741, ATCC 15304, JCM 4958, BCRC 11896, CBS 545.70, CECT 3212, CGMCC 4.1665, IFO 15410, KCTC 9726, NBRC 15410, NRRL B-8146, VKM Ac-845",0,Streptomyces umbrinus,GCA_014656275,0
16423,,"DSM 41896, ATCC 19933, INA 3109, ISP 5182",1,Streptomyces phaeoluteigriseus,GCA_001896135,1
15473,,"DSM 929, NRRL 8035, UC 5330, JCM 4953, BCRC 12184, NCIMB 11179, KCC S-0297, KCC S-0355",0,Streptomyces platensis,GCA_026168065,0
15479,,"DSM 40596, ATCC 15723, CBS 295.66, CBS 786.72, IFO 13485, IMRU 3752, ISP 5596, NBRC 13485, RIA 1446, JCM 4815, BCRC 13311, CGMCC 4.1097, HAMBI 987, IFO 12556, IMET 43406, JCM 3071, JCM 3079, LMG 19326, NBRC 12556, NRRL B-2319, NRRL B-2951, PCM 2246, VKM Ac-1715",1,Streptomyces poonensis,GCA_014650915,0
159718,A249,"CGMCC 4.7417, JCM 32175",1,Streptomyces populi,GCA_002911015,1
15047,"FH 1280, FH 3263, FH3263, FH1280","DSM 40744, ATCC 13879, CBS 780.72, DSM 40590, IFO 13479, ISP 5590, JCM 4728, RIA 1440, NBRC 13479, NRRL B-12521, BCRC 16216, CECT 3211, CGMCC 4.1439, KCTC 9019, LMG 19299, NBIMCC 66, NRRL B-12101, VKM Ac-975",0,Streptomyces prasinus,GCA_001418165,1
15486,,"DSM 40335, ATCC 25487, CBS 915.69, IFO 13075, INA 8805/64, ISP 5335, NBRC 13075, RIA 1267, JCM 4508, BCRC 15146, CGMCC 4.1413, IMET 43129, KACC 20018, LMG 19311, NBIMCC 3317, NCIMB 9978, NRRL B-12281, PCM 2370, VKM Ac-992",1,Streptomyces prunicolor,GCA_000367365,0
15491,,"DSM 40212, ATCC 23951, CBS 934.68, IFO 12904, IMRU 3774, ISP 5212, KCC S-0405, NBRC 12904, RIA 1158, RIA 742, JCM 11516, BCRC 11487, CGMCC 4.1754, IMET 43512, JCM 4405, NRRL B-3623, VKM Ac-1199",1,Streptomyces pseudovenezuelae,GCA_001513955,0
15492,,"DSM 40058, ATCC 11896, ATCC 19734, ATCC 3312, CBS 125.20, CBS 354.53, CBS 473.68, ETH 10212, IFO 12750, IFO 3386, IMET 40261, IMRU 3312, IMRU 3313, ISP 5058, JCM 4015, JCM 4567, KCC S-0015, KCC S-0567, NBRC 12750, NBRC 3386, NRRL B-1221, NRRL B-2098, RIA 1015, RIA 63, BCRC 13688, CCM 3016, CGMCC 4.0570, HUT 6049, IFM 1070, KCTC 19939, KCTC 19957, LMG 19309, NBIMCC 1036, NCAIM B.01475, NRRL ISP-5058, VKM Ac-575, VTT E-991421",0,Streptomyces californicus,GCA_000715715,1
15496,"MS 1484, PD A 5014a","DSM 40938, IFO 15405, ISP 5618, JCM 5068, KCC S-1068, NBRC 15405, NCIB 9345, NCIMB 12830, NRRL 2423, PD 04833, CGMCC 4.1972, MTCC 2534, NBIMCC 3334, NCIMB 9345",0,Streptomyces puniceus,GCA_000717665,0
15506,KA-279,"DSM 43362, ATCC 27787, JCM 3172, KCC A-0172, NRRL B-5403, BCRC 12101, CGMCC 4.1225, IFO 13927, IMET 9041, KCTC 9187, NBRC 13927, NCIMB 11311, VKM Ac-1298, VTT E-072761",1,Streptomyces purpureus,GCA_014648195,1
16434,R97,"DSM 41901, CGMCC 4.3519, JCM 15480",1,Streptomyces radiopugnans,GCA_900110735,0
16328,,"DSM 41685, ATCC 21273, HUT 6618, IFO 16196, JCM 5064, KCC S-1064, KCTC 9767, NBRC 16196, NRRL B-16924, BCRC 12045, CGMCC 4.1763, IFO 15453, NBRC 15453",0,Streptomyces rameus,GCA_021892415,0
16445,AYB-994,"DSM 41530, ATCC 29253, IMET 43975, NRRL 5491",1,Streptomyces rapamycinicus,GCA_000418455,0
159663,LHW50302,"DSM 106194, CCTCC AA 2018013",1,Streptomyces reniochalinae,GCA_003323735,1
15513,Pürk 262,"DSM 40133, ATCC 19804, CBS 556.68, ETH 23893, ETH 32680, IFO 12814, IMRU 3658, ISP 5133, JCM 4409, NBRC 12814, NRRL 2290, RIA 1083, BCRC 13755, NCIMB 9843, NRRL ISP-5133, PCM 2296, VKM Ac-1895",1,Streptomyces resistomycificus,GCA_000716215,0
166150,1AS2c,"CMAA 1679, NRRL B-65479, DSM 105299",1,Streptomyces rhizosphaericola,GCA_004794175,0
15552,404Y3,"DSM 40489, ATCC 14812, CBS 708.72, IFO 13407, ISP 5489, JCM 4821, NBRC 13407, RIA 1368, BCRC 12333, CGMCC 4.1793, NCIMB 11890, NRRL B-3239, VKM Ac-1188",1,Streptomyces rishiriensis,GCA_003112535,0
157895,,"DSM 106196, NCCB 100637, MBT 76",1,Streptomyces roseifaciens,GCA_001445655,0
16298,,"DSM 40304, ATCC 17754, CBS 228.65, IFO 14600, ISP 5304, JCM 3131, KCC A-0131, NBRC 14600, NCIB 10983, BCRC 12358, BCRC 15138, CGMCC 4.1925, CMI 112789, KCTC 19969, NCIMB 10983, NRRL B-5315",1,Streptomyces ruber,GCA_014648075,0
15568,,"DSM 40176, ATCC 19926, ATCC 23960, CBS 943.68, ETH 28494, IFO 12912, INA 10/53, ISP 5176, JCM 4415, KCC S-0415, NBRC 12912, RIA 1136, BCRC 13780, CGMCC 4.1752, KCTC 19970, NRRL B-5425, VKM Ac-1072",1,Streptomyces rubiginosohelvolus,GCA_014649875,0
15569,,"DSM 40177, ATCC 19927, ATCC 23961, CBS 944.68, ETH 28445, IFO 12913, INA 11852, ISP 5177, JCM 4416, KCC S-0416, NBRC 12913, RIA 1137, BCRC 13781, CGMCC 4.1773, KCTC 9042, NRRL B-3983, VKM Ac-1089",1,Streptomyces rubiginosus,GCA_014649895,0
16208,,"DSM 41477, ATCC 43691, INA 2626, JCM 6927, CGMCC 4.1762, IFO 15455, LMG 20318, NBRC 15455, NRRL B-24295, VKM Ac-1216",1,Streptomyces rubrogriseus,GCA_003112595,0
16481,M1463,"DSM 42010, NRRL B-24803",1,Streptomyces samsunensis,GCA_024519315,0
160091,HC44,"DSM 106874, KCTC 39872",1,Streptomyces scabichelini,GCA_011045015,0
15586,RL-34,"DSM 41658, ATCC 49173, JCM 7914, CFBP 4517, CGMCC 4.1765, CIP 105438, ICMP 12542, KACC 20101, KACC 20124, LMG 20323, MTCC 4733, NCPPB 4066, NRRL B-16523, VTT E-011978",1,Streptomyces scabiei,GCA_000738715,0
16457,,"DSM 41942, CCTCC AA 208020, JCM 16909, YIM 65188",1,Streptomyces sedi,GCA_006335015,0
15726,FH 1360,"DSM 40750, ATCC 21619, JCM 4959, KCC S-0959, CGMCC 4.1593",0,Streptomyces sp.,GCA_024612035,0
16447,GW 41-1564,"DSM 41924, CCM 7499, CCUG 55648, JCM 16611",1,Streptomyces specialis,GCA_001493375,0
16027,,"DSM 40512, ATCC 27465, CBS 725.72, IFO 13424, ISP 5512, JCM 4308, NBRC 13424, NRRL 2494, RIA 1385, BCRC 12648, CECT 3146, IFO 15441, JCM 4832, KCTC 9218, LMG 5986, NBIMCC 70, NBRC 15441, NCAIM B.01936, NCIMB 9733",1,Streptomyces spectabilis,GCA_008704795,0
16384,PK-BLUE,"DSM 41797, ATCC BAA-411, CIP 108060, JCM 12682, KCTC 9973, NBRC 101001, NRRL B-24240, BCRC 16379, NBRC 100916",1,Streptomyces speibonae,GCA_000715605,0
16311,MS 1488,"DSM 41648, ATCC 33692, IFO 14228, IFO 14250, JCM 5077, KCC S-1077, NBRC 14228, NBRC 14250, NCIMB 11666, NRRL B-16932",1,Streptomyces spinoverrucosus,GCA_006539505,0
16211,"C9A-IBc, Mc 9H","DSM 43836, AS 4.1852, ATCC 25664, IFO 14215, JCM 3302, KCC 3302, KCC A-0302, NBRC 14215, CGMCC 4.1764, CGMCC 4.1852, KCTC 9849, MTCC 501, NRRL B-16922, VKM Ac-1311",1,Streptomyces spiralis,GCA_014654675,1
16196,,"DSM 41462, ATCC 43694, INMI 101, VKM Ac-318, JCM 6928, CGMCC 4.1926, IFO 15456, NBRC 15456, NRRL B-16378",1,Streptomyces spororaveus,GCA_016755875,0
16197,,"DSM 41463, ATCC 43695, IFO 15458, INMI 15, JCM 6929, NBRC 15458, NRRL B-16379, VKM Ac-321, CGMCC 4.1796",1,Streptomyces goshikiensis,GCA_027942015,0
16324,,"DSM 41679, ATCC 31892, IFO 14260, JCM 5069, KCC S-1069, NBRC 14260, NRRL B-16438",1,Streptomyces sulfonofaciens,GCA_014656295,0
16031,Gasperini IPV 510,"DSM 40104, ATCC 27468, CBS 646.72, IFO 13345, ISP 5104, NBRC 13345, NRRL B-1627, RIA 1306, JCM 4085, BCRC 13764, CGMCC 4.0627, HUT 6080, IMET 40623, JCM 4835, LMG 19355, NRRL B-2195, VKM Ac-1820",1,Streptomyces sulphureus,GCA_000381025,1
166322,,"CCTCC AA 2018052, KCTC 49254, TRM 43335",1,Streptomyces taklimakanensis,GCA_009709575,1
166107,XZ 46,"CGMCC 4.7579, KCTC 49221",1,Streptomyces tibetensis,GCA_005869865,1
16056,,"DSM 40894, ATCC 29340, CBS 801.71, DSM 41249, IMRU 3950, JCM 4872, NRRL B-3889, CGMCC 4.1787, IFM 1283, IFO 15460, LMG 20305, MTCC 1826, NBRC 15460",1,Streptomyces torulosus,GCA_001419765,0
16057,,"DSM 40178, ATCC 19813, CBS 566.68, IFO 12823, INA 13887/54, ISP 5178, KCC S-0421, NBRC 12823, RIA 1093, JCM 4421, BCRC 13472, CGMCC 4.1734, CGMCC 4.1804, NCAIM B.01883, NCAIM B.02267, NCIMB 9847, NRRL B-5426, VKM Ac-1279, CCRC 13472, NCIB 9847, NRRL-ISP 5178, UNIQEM 200",1,Streptomyces toxytricini,GCA_014649915,0
16338,FH 2456,"DSM 41704, CBS 103.21, IFO 15461, JCM 5065, KCC S-1065, NBRC 15461, NRRL B-16925, NBRC 103112",1,Streptomyces violaceoruber,GCA_002155905,0
159479,NEAU-YY421,"DSM 106775, CGMCC 4.7476",1,Streptomyces triticagri,GCA_003429565,1
159640,NEAU-YY642,"DSM 107172, CCTCC AA 2018092",1,Streptomyces triticirhizae,GCA_003696235,0
159651,NEAU-DSCPA1-4-4,"DSM 105118, CCTCC AA 2017025",1,Streptomyces triticisoli,GCA_003270085,1
160347,YC419,"DSM 102299, KCTC 39757",1,Streptomyces ureilyticus,GCA_011045025,0
16198,,"DSM 41464, ATCC 43696, INA T-511, JCM 6930, VKM Ac-846, CGMCC 4.1797, IFO 15462, NBRC 15462, NRRL B-16380",1,Streptomyces variegatus,GCA_000955965,0
16065,13-I,"DSM 40346, ATCC 14631c, ATCC 25505, CBS 357.64, CBS 647.69, CUB 116, DSM 40677, IFO 13093, ISP 5346, JCM 4303, JCM 4523, NBRC 13093, NCIB 9522, RIA 1285, ETH 32679, KCC S-0303, KCC S-0523, BCRC 12647, CGMCC 4.1431, HAMBI 1046, IMET 43351, LMG 19360, MTCC 1537, NCAIM B.01482, NCIMB 9522, NRRL B-3589, NRRL ISP-5346, VKM Ac-1000, AS 4.1431, CCRC 12647",1,Streptomyces varsoviensis,GCA_000718635,0
140496,CPB1-1,"JCM 18519, PCU 343, TISTR 2344, DSM 111120",1,Streptomyces verrucosisporus,GCA_017114865,1
16077,,"DSM 40181, ATCC 19932, ATCC 25512, CBS 654.69, IFO 13100, INA 425, ISP 5181, NBRC 13100, RIA 1292, JCM 4530, CGMCC 4.1753, KCTC 19974, NRRL B-5427, VKM Ac-581",1,Streptomyces violaceochromogenes,GCA_014650235,0
16209,,"DSM 41478, ATCC 43697, INA 770, JCM 6931, CGMCC 4.1768, IFO 15463, NBRC 15463, NRRL B-16381, VKM Ac-1292",1,Streptomyces violaceorubidus,GCA_000717995,0
16098,,"DSM 40563, ATCC 27477, CBS 760.72, IFO 13459, ISP 5563, NBRC 13459, NRRL B-1476, RIA 1420, JCM 4850, BCRC 15178, CGMCC 4.1423, ICMP 734, LMG 19336, VKM Ac-583",1,Streptomyces violaceusniger,GCA_005405945,1
16104,,"DSM 40597, ATCC 15898, CBS 451.65, CBS 787.72, IFO 12557, IFO 13486, IMET 43407, ISP 5597, JCM 3072, JCM 4852, NBRC 12557, NBRC 13486, NRRL B-3484, RIA 1447, RIA 565, BCRC 12540, CGMCC 4.1786, HAMBI 1073, INMI 1212, MTCC 6916, NCAIM B.01477, NRRL ISP-5597, PCM 2247, VKM Ac-586, VKM Ac-653",1,Streptomyces violens,GCA_000717745,0
16108,,"DSM 40280, ATCC 27478, CBS 660.72, IFO 13359, INA 5276/56, ISP 5280, NBRC 13359, RIA 1320, JCM 4855, BCRC 12457, CGMCC 4.1775, KCTC 19976, NRRL B-12182, VKM Ac-587",1,Streptomyces viridiviolaceus,GCA_014650995,0
16126,04889,"DSM 40243, ATCC 27479, CBS 654.72, IFO 13353, ISP 5243, JCM 4859, NBRC 13353, NRRL 2414, RIA 1314, CCUG 37512, BCRC 11870, CGMCC 4.1770, IMET 43514, KCTC 9145, NCIMB 9824, VKM Ac-1769, VKM Ac-618, CCRC 11870, NCIB 9824, NRRL ISP-5243, CIP 108230",1,Streptomyces viridosporus,GCA_002078235,0
15220,"FH 1290, CEST 3210","DSM 40746, ATCC 14672, CBS 544.70, JCM 4963, KCTC 9882, NRRL B-12104, CECT 3210, CGMCC 4.1967, IFO 15414, NBRC 15414",0,Streptomyces viridosporus,GCA_000156435,0
16329,,"DSM 41686, ATCC 31673, FERM P-5702, IFO 14294, NBRC 14294, JCM 6054, NRRL B-16933",1,Wenjunlia vitaminophila,GCA_000380165,0
16322,,"DSM 41676, ATCC 21239, IFO 14062, JCM 4937, KCC S-0937, NBRC 14062, NRRL 3426, BCRC 12667, CBS 642.71, CECT 3245, ICMP 12544, NBIMCC 1655, VKM Ac-1861",1,Streptomyces wedmorensis,GCA_000716445,0
16454,318,"DSM 41903, CGMCC 4.3534, MCCC 1A01550, JCM 16123",1,Streptomyces xiamenensis,GCA_000993785,0
16464,S187,"DSM 42015, CCTCC AA 208049, KCTC 19546, NRRL B-24674, JCM 16958",1,Streptomyces xinghaiensis,GCA_000220705,0
16356,,"DSM 41771, CIP 109043, NBRC 101000, NRRL B-24116, SFOcin 76, JCM 13244, NCIMB 14454",1,Streptomyces yatensis,GCA_018069625,0
16132,,"DSM 43167, ATCC 43727, CUB 297, IFO 12517, KCC A-0047, KCC A-0065, NBRC 12517, NCIB 9589, LIA 0441 (= LIA 2732/3), JCM 3047, BCRC 11564, CGMCC 4.1464, IFM 1151, IFM 1242, IMET 43616, JCM 3065, LMG 19363, NCIMB 9589, NRRL B-16943, RIA 795, VKM Ac-1234",1,Streptomyces yerevanensis,GCA_000716805,0
16133,IPCR B34,"DSM 40224, ATCC 25520, CBS 662.69, IFO 13108, ISP 5224, JCM 4137, NBRC 13108, RIA 1300, BCRC 11875, JCM 4559, NRRL B-3353, VKM Ac-1713",1,Streptomyces yokosukanensis,GCA_001514035,0
16134,,"DSM 40196, ATCC 27482, CBS 649.72, IFO 13348, ISP 5196, JCM 4179, JCM 4864, KCC S-0179, KCC S-0864, NBRC 13348, NRRL B-2038, RIA 1309, MTHU N-187, BCRC 12317, CGMCC 4.1953, NCIMB 9850, VKM Ac-1192",1,Streptomyces zaomyceticus,GCA_014656215,0
16586,S-16,"DSM 43023, CBS 429.61, KCC A-0025, NRRL B-2635, RIA 764, JCM 3025, CGMCC 4.1082, CGMCC 4.2070, IFM 1175, IFO 13900, IMET 9014, IMSNU 22059, KCTC 9429, MTCC 697, NBRC 13900, VKM Ac-636",1,Streptosporangium album,GCA_014203795,0
16609,S-5,"DSM 43179, ATCC 33327, CBS 430.61, KCC A-0026, NRRL B-2639, RIA 767, JCM 3026, BCRC 12519, CGMCC 4.1090, CGMCC 4.2069, IFM 1267, IFO 13986, IMET 9011, IMSNU 22060, KCTC 9430, NBRC 13986, VKM Ac-637",1,Streptosporangium amethystogenes subsp. amethystogenes,GCA_000721075,0
16618,7177,"DSM 45034, CGMCC 4.2126, HBUM 170018, JCM 16802, NBRC 106320",1,Streptosporangium canum,GCA_900113865,1
16588,S2-32,"DSM 43181, ATCC 27100, CBS 881.70, KCC A-0115, JCM 3115, BCRC 12465, CBS 801.70, CGMCC 4.1346, CGMCC 4.2108, IFM 1275, IFO 13991, IMET 9017, IMSNU 20327, KCTC 9239, MTCC 1050, NBRC 13991",1,Streptosporangium pseudovulgare,GCA_014648055,0
16589,"N I 9100, UNCC 27 B","DSM 43021, ATCC 12428, CBS 313.56, IAM 14294, IFO 3776, JCM 3005, KCC A-0005, NBRC 3776, NCIB 10171, NRRL B-2505, RIA 470, BCRC 12463, BCRC 13667, CGMCC 4.1208, CGMCC 4.2071, IMSNU 20328, KCTC 9067, MTCC 332, NCIMB 10171, NRRL 2505, VKM Ac-807",1,Streptosporangium roseum,GCA_000024865,0
23323,GW-12028,"DSM 45763, LMG 27062, JCM 30998, CIP 110537",1,Streptosporangium sandarakinum,GCA_013409935,0
16597,MK-49,"DSM 43849, ATCC 21807, JCM 3281, KCC A-0281, CGMCC 4.2064, IFO 15560, IMSNU 22054, KCTC 9439, MTCC 1523, NBRC 15560, NRRL B-16784",1,Streptosporangium violaceochromogenes,GCA_014654615,1
7490,K300,"DSM 13056, ATCC BAA-168, CCUG 43135, JCM 11267, CIP 106947, IAM 15123, NBRC 103085, NCIMB 13774, VKM Ac-2508",1,Subtercola boreus,GCA_003399685,0
7491,K265,"DSM 13057, ATCC BAA-169, CCUG 43136, JCM 11268, CIP 106948, IAM 15152, NBRC 103086, NCIMB 13775, VKM Ac-2509",1,Subtercola frigoramans,GCA_016907385,0
166542,Uno3,"NBRC 113152, LMG 30471, BCRC 81113",1,Tengunoibacter tsumagoiensis,GCA_003967535,1
159905,"38H-Str., 38H-str","DSM 100343, VKM B-2964",1,Tenuifilum thalassicum,GCA_013265555,1
6285,,"DSM 20308, ATCC 6947, CCM 1655, IMET 10431, NCIB 8914, NCTC 4216, CCUG 23850, LMG 3818, CCTM La2715, CIP 102515, JCM 1365, BCRC 17052, CCUG 23928, CGMCC 1.2032, IAM 12345, IAM 14295, IFO 12960, IMSNU 21313, KCTC 9133, NBRC 12960, NCDO 1574, NCIMB 8914, NRIC 0156, NRRL B-4012, VKM Ac-1120, VKM B-669",1,Terrabacter tumescens,GCA_014646815,0
6291,"1344-199, ID 3871","DSM 44267, CCM 4701, CIP 105511, IFO 16165, IMET 7848, NBRC 16165, JCM 10981, ATCC 700812, CCUG 39186, CCUG 43285, IAM 15303, IMSNU 22113, KCTC 9823",1,Terracoccus luteus,GCA_003635045,0
7303,MSL-15,"DSM 19267, JCM 16539, KCTC 19270, MSL 15, CGMCC 1.10440",1,Terrimesophilobacter mesophilus,GCA_002929725,0
6297,T1-X7,"DSM 13192, ACM 5116, IAM 14891, JCM 21381, KCTC 39583, NBRC 103088",1,Nostocoides japonicum,GCA_001046855,0
11163,I3,"DSM 22891, JCM 16421",1,Thermasporomyces composti,GCA_003386795,0
11256,"190 Th, T-322, 190Th, A-0263","DSM 43792, ATCC 27730, CUB 1000, IFO 14071, JCM 3263, NBRC 14071, NCIB 11185, BCRC 12532, CECT 3320, CIP 105594, HAMBI 1548, HAMBI 483, IMSNU 22189, KCTC 9052, MTCC 1754, NCIMB 11185, NRRL B-8184, VKM Ac-1952, CCRC 12532",1,Thermobifida fusca,GCA_001313945,0
11261,,"DSM 44931, JCM 16012, KCTC 19123, YIM 90462",1,Thermobifida halotolerans,GCA_001660385,0
13495,R51,"DSM 43833, ATCC 19993, CBS 139.67, IFO 14880, NBRC 14880, JCM 10125, IMSNU 21333, KCTC 9307",1,Thermobispora bispora,GCA_000092645,0
13496,CHB-77,"DSM 44070, ATCC 51797, IFO 15805, NBRC 15805, NCIMB 13402, JCM 9705, IMSNU 21252",1,Thermocrispum agreste,GCA_000427905,0
13498,MKD-35,"DSM 44069, ATCC 51796, IFO 15806, NBRC 15806, NCIMB 13403, JCM 9704, IMSNU 21251, KACC 20057",1,Thermocrispum municipale,GCA_000427825,0
166502,A1-2,"NBRC 113123, CGMCC 1.13886",1,Thermogemmatispora aurantia,GCA_008974285,1
130741,,"DSM 45822, CCTCC AA 2012024, YIM 77502, JCM 30324",1,Thermomonospora amylolytica,GCA_003589885,0
157686,3-22-3,"DSM 46802, CGMCC 4.7155, ATCC BAA-2627",1,Thermomonospora catenispora,GCA_006363815,0
130740,,"DSM 45823, CCTCC AA 2012023, YIM 77510, JCM 30326",1,Thermomonospora cellulosilytica,GCA_014138835,0
16965,"Mb3-1, Mb<SUB>3</SUB>-1","DSM 43163, ATCC 27300, IFO 14042, JCM 3148, NBRC 14042, BCRC 12547, CBS 263.72, HUT 6548, IMSNU 22163, KCTC 9313, MTCC 1544",1,Thermomonospora echinospora,GCA_900108175,0
16974,,"DSM 43927, ATCC 49502, IFO 14346, IMET 9746, INA 2309, JCM 6837, NBRC 14346, VKM Ac-1086, CIP 105485, IMSNU 22165, KCTC 9343, NRRL B-16244",1,Thermomonospora umbrina,GCA_003386555,0
16630,435,"DSM 43186, ATCC 35864, DSM 44514, IFO 14349, JCM 3056, KCC A-0056, NBRC 14349, NRRL B-24348, BCC 49486, BCRC 12531, CIP 107358, IFO 15179, IMET 9552, IMSNU 22184, KCTC 9270, NBRC 15179, CCRC 12531",1,Nonomuraea flexuosa,GCA_006716785,0
16920,no. 577,"DSM 43794, ATCC 43196, CUB 580, IFO 12465, IMRU N 2900, JCM 6244, NBRC 12465, NCIB 10212, IFO 16096, IMET 9529, IMSNU 22188, INMI 577, KACC 20094, KCTC 9242, NBRC 16096, NCIMB 10212, NRRL B-16983",1,Thermostaphylospora chromogena,GCA_900099985,0
17888,,"DSM 45403, NBRC 106253, AHU 1821",1,Tomitella biformata,GCA_000524475,0
