ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Cell width
134352,J83,"KCTC 22121, JCM 14937",1,Shewanella basaltis,GCA_023283885,0.65
14080,HAW-EB2,"DSM 18399, CCUG 54553, NCIMB 14238, CIP 109520",1,Shewanella canadensis,GCA_003966225,0.7
133524,JC5,"CCUG 57101, NBRC 105217, KCC 22540, KCTC 22540",1,Shewanella chilikensis,GCA_002836945,0.75
14085,"F5, fav-2-10-05","DSM 21332, CIP 110229, LMG 24563",1,Shewanella corallii,GCA_023349125,0.90
23252,UDC329,"DSM 23626, KCTC 22898, CCUG 58667",0,Shewanella dokdonensis,GCA_018394335,0.5
134204,LT17,"KCTC 10635BP, JCM 12524, CIP 109543",1,Shewanella donghaensis,GCA_007567505,0.65
133575,JC15,"CCUG 57102, NBRC 105216, KCTC 22506, JCM 32076",1,Shewanella fodinae,GCA_014651955,0.75
14073,TF-27,"DSM 16422, JCM 11814, KCCM 41648, KCTC 22431",1,Shewanella gaetbuli,GCA_023284065,0.6
141062,RZB5-4,"JCM 30804, KCTC 42663, MCCC 1K00697",1,Shewanella gelidii,GCA_014647855,0.75
134225,T147,"LMG 23744, NBRC 102030, CIP 109509",1,Shewanella glacialipiscicola,GCA_019655235,0.6
14078,"A22-B3, HAW-EB4","DSM 17350, CIP 109778, NCIMB 14093",1,Shewanella halifaxensis,GCA_000019185,0.60
134289,DW01,"KCTC 12896, JCM 14758, BCRC 80906",1,Shewanella algae,GCA_000614935,0.6
133273,KX27,"KCTC 42807, CGMCC 1.15339",1,Shewanella inventionis,GCA_014641855,0.65
14075,c931,"DSM 17170, JCM 11836, CIP 109340, KCTC 22439",1,Shewanella kaireitica,GCA_023284045,0.90
159740,MMS16-UL482,"KCTC 62129, JCM 32306",1,Shewanella litoralis,GCA_009828585,0.95
133464,C4,"KCTC 22185, JCM 15074, CIP 110022",1,Shewanella marina,GCA_000614975,0.45
134098,SW-117,"KCCM 41822, JCM 12192, CIP 108637, KCTC 22432",1,Shewanella marisflavi,GCA_023283925,0.95
164505,D4-2,"JCM 33294, KCTC 72040",1,Shewanella maritima,GCA_004295345,0.45
134207,WP3,"JCM 13877, CGMCC 1.6160",1,Shewanella piezotolerans,GCA_000014885,0.65
134152,SCRC-2738,"JCM 13187, NCIMB 14060, CGMCC 1.8482, CIP 109027, KCTC 23973",1,Shewanella pneumatophori,GCA_023283895,0.5
14072,LT13a,"DSM 15900, JCM 12080, CIP 108671, KCTC 22433",1,Shewanella profunda,GCA_023283765,0.6
164190,M2,"JCM 32090, KCCM 43257",1,Shewanella psychromarinicola,GCA_003855155,0.75
134206,WP2,"JCM 13876, CGMCC 1.6159",1,Shewanella psychrophila,GCA_002005305,0.65
170937,SHSM-M6,"KACC 19901, NBRC 113646",1,Shewanella salipaludis,GCA_012911865,0.60
159741,MMS16-UL250,"KCTC 62131, JCM 32304",1,Shewanella saliphila,GCA_014648295,0.95
14074,"A010-1, HAW-EB3","DSM 17055, CIP 109531, NCIMB 14036, CIP 108924",1,Shewanella sediminis,GCA_000018025,0.7
14077,c959,"DSM 17177, JCM 11835, CIP 109341, CIP 109387, KCTC 22442",1,Shewanella surugensis,GCA_023284005,0.50
159742,MMS16-UL253,"KCTC 62130, JCM 32305",1,Shewanella ulleungensis,GCA_014648315,0.90
133424,M7,"LMG 244245, CECT 7339",1,Shewanella vesiculosa,GCA_021560015,0.5
14084,S4,"DSM 22215, CCTCC M 209017, JCM 16212, KCTC 23986",1,Shewanella xiamenensis,GCA_014647135,0.75
132403,,"DSM 100673, JCM 30900, JAMH 043",1,Shimia abyssi,GCA_003014475,0.85
134055,CC-AMW-C,"JCM 18818, BCRC 80548",1,Shimia biformata,GCA_016888515,0.6
24508,WM35,"DSM 28453, JCM 18870, KACC 17212",1,Shimia haliotis,GCA_900114415,0.8
13830,SW6,"DSM 26433, BCRC 80085, LMG 25377",1,Shimia isoporae,GCA_004346865,0.95
13847,CL-ES2,"DSM 18290, KCCM 42274",1,Shimia litoralis,GCA_005518135,0.70
23232,CL-TA03,"DSM 26895, JCM 13038, KCCM 42117, BCRC 80068, CIP 109331, NCIMB 14294",1,Shimia marina,GCA_900112745,0.45
133167,C3,"KEMB 2255-446, JCM 31239",1,Shinella curvata,GCA_010994455,0.55
13906,DC-196,"DSM 21319, CCUG 55808, LMG 24714",1,Shinella fusca,GCA_014203155,0.45
13902,"Ch06, 55.101","CCUG 56487, DSM 18401, JCM 13254, KCTC 12237",1,Shinella granuli,GCA_004341885,0.35
13904,,"DSM 19334, CCBAU 25048, JCM 14778, LMG 24136, CCUG 56777",1,Shinella kummerowiae,GCA_009827055,0.6
159722,AH-1,"KCTC 52677, CCTCC AB 2017242",1,Shinella pollutisoli,GCA_024609765,0.45
13905,MS-4,"DSM 18801, NBRC 102122",1,Shinella yambaruensis,GCA_022899355,1.10
1259,K11,"DSM 18940, CIP 108751, JCM 12663, NCIMB 14023",1,Shouchella oshimensis,GCA_002019765,0.8
1273,,"DSM 19099, JCM 13820, MLB 2, MTCC 7633, CIP 109550, LMG 24751",1,Shouchella oshimensis,GCA_004375095,0.65
1274,P203,"DSM 19153, NCIMB 14288",0,Shouchella oshimensis,GCA_001420645,0.5
4378,508/05,"DSM 18397, CCUG 54945, CIP 109627, LMG 23730, JCM 16472",1,Siccibacter turicensis,GCA_000463155,1
164126,SA-279,"JCM 31761, DSM 29840",1,Siculibacillus lacustris,GCA_004328075,0.70
133213,KC90B,"DSM 103371, RCC 4681",1,Silicimonas algicola,GCA_003148765,0.35
140357,MWH-Nonnen-W8red,"DSM 23856, CCUG 58639",1,Silvanigrella aquatica,GCA_001907975,0.6
132354,DHOF10,"DSM 103429, CGMCC 1.13007, KCTC 42631",1,Silvibacterium dinghuense,GCA_004123295,0.85
10502,ir6-4,"DSM 24239, CGMCC 1.8860, KCTC 22514, NBRC 103189",0,Silvimonas amylolytica,GCA_014645555,0.45
10503,ir6-1,"DSM 24036, CGMCC 1.8859, KCTC 22513, NBRC 103188",1,Silvimonas iriomotensis,GCA_014645535,0.4
10501,KM-45,"DSM 18233, KCTC 12358, NBRC 100961, JCM 21671, IAM 15217",1,Silvimonas terrae,GCA_014202765,0.65
17906,SA1,"DSM 21679, BCRC 17597, JCM 13881",1,Simiduia agarivorans,GCA_000305785,0.5
1220,R-6540,"DSM 16013, CIP 108820, LMG 22081",1,Siminovitchia farraginis,GCA_001439965,0.65
1221,R-7190,"DSM 16014, CIP 108821, LMG 22080",1,Siminovitchia fordii,GCA_000374565,0.70
1219,R-6514,"DSM 16012, CIP 108822, LMG 22079",1,Siminovitchia fortis,GCA_003605365,2.25
133982,SgZ-10,"CCTCC AB 2012110, KACC 16873, DSM 105453",1,Siminovitchia thermophila,GCA_016909185,0.6
159874,SC1-8,"KACC 19329, NBRC 113111",1,Simplicispira suum,GCA_003008595,0.65
11943,MOB10,"DSM 18658, ATCC BAA-1392, VKM B-2454",1,Singulisphaera acidiphila,GCA_000242455,2.10
170936,,"KCTC 72000, NBRC 113698, CAU 1509",1,Sinimarinibacterium arenosum,GCA_005047655,0.35
168561,BO-81,"LMG 30808, KACC 19677",1,Rhodobacter hankyongi,GCA_003664585,0.60
14409,,"DSM 17008, KCTC 3943, YIM 70212",1,Sinobaca qinghaiensis,GCA_003610495,0.90
130501,SCSWE24,"DSM 100316, CCTCC AB 209289, LMG 25705, MCCC 1F01088",1,Sinobacterium caligoides,GCA_003752585,0.6
24051,,"DSM 25598, CGMCC 1.12145, KCTC 23994, SCSIO 03483",1,Sinomicrobium oceani,GCA_900119185,0.6
166462,sk2b1,"CFCC 14580, KCTC 52802",1,Sinirhodobacter populi,GCA_004022225,0.75
5747,P2,"DSM 21668, NCAIM B 02328",1,Siphonobacter aquaeclarae,GCA_900103285,0.35
158820,HR-U,"KACC 19409, JCM 32267",1,Siphonobacter curvatus,GCA_002943425,0.90
170944,W17,"GDMCC 1.1392, KCTC 62434",1,Skermanella pratensis,GCA_008843145,0.95
3067,DZE,"DSM 24851, CCUG 58231, JCM 16059",1,Slackia equolifaciens,GCA_003725995,0.5
3065,5WC12,"DSM 17537, CCUG 48399, CIP 108281, JCM 14555",1,Slackia faecicanis,GCA_003725295,0.5
3068,,"DSM 22477, JCM 16070, YIT 12062, KCTC 15189",1,Slackia piriformis,GCA_000296445,0.75
11054,Hou_blue,"DSM 44881, CIP 109538, MBIC 06267, JCM 14666, IFM 10815, NBRC 103563",1,Smaragdicoccus niigatensis,GCA_000380645,0.86
134304,,"IAM 15419, KCTC 12842, MKT 133, JCM 23214",1,Sneathiella glossodoripedis,GCA_000616095,0.25
132915,wkB2,"DSM 104735, ATCC BAA-2449, NCIMB 14803, NRRL B-59751",1,Snodgrassella alvi,GCA_000600005,0.4
133088,ISSFR-015,"DSM 101595, NRRL B-65388",1,Solibacillus kalamii,GCA_002174535,0.55
159715,S20-91,"DSM 104733, LMG 30010",1,Solimicrobium silvestre,GCA_002976435,0.8
18154,CW-KD 4,"DSM 18980, CCTCC AB 206145, KCTC 12881",1,Solimonas flava,GCA_000426685,0.45
18155,,"DSM 21787, KCTC 12834, LMG 24014, CCUG 60890, LMG 23841, DCY 12",1,Solimonas soli,GCA_000474945,0.3
18153,MN28,"DSM 15731, LMG 22844, CCUG 60888",1,Solimonas variicoloris,GCA_000382285,0.6
14140,R2A36-4,"DSM 21342, KACC 12953",1,Solitalea koreensis,GCA_900182575,0.55
159729,HR-AV,"KACC 19411, JCM 32259",1,Solitalea longa,GCA_002920915,0.45
158504,C1-50,"DSM 100066, KCTC 39557",1,Specibacter cremeus,GCA_003946885,0.50
23809,D3-40,"DSM 26341, KCTC 29141, JCM 31495",1,Spelaeicoccus albus,GCA_013409065,0.75
14090,S 6022,"DSM 20745, ATCC 49802",1,Sphaerobacter thermophilus,GCA_000024985,1.25
14351,Buddy,"DSM 22777, ATCC BAA-1886",1,Sphaerochaeta globosa,GCA_000190435,1.45
14352,Grapes,"DSM 22778, ATCC BAA-1885",1,Sphaerochaeta pleomorpha,GCA_000236685,1.45
14130,,"DSM 22362, LMG 25273, WCC 4521",1,Sphingobacterium alimentarium,GCA_004342685,0.8
140595,Y3L14,"CGMCC 1.15782, KCTC 52379",1,Sphingobacterium alkalisoli,GCA_005049105,0.55
158691,YK2,"MTCC 12631, KCTC 52685, JCM 31951",1,Sphingobacterium bovisgrunnientis,GCA_009829085,0.95
133248,DH-5,"ACCC 19856, KCTC 42746",1,Sphingobacterium chuzhouense,GCA_014692525,0.60
14128,4M24,"DSM 18850, KACC 11313, JCM 16391, NBRC 106383",1,Sphingobacterium allocomposti,GCA_008124885,0.55
133774,6.2S,"CECT 7938, LMG 26465",1,Sphingobacterium detergens,GCA_003610355,0.9
166408,NYYP31,"CGMCC 1.16979, NBRC 114258",1,Sphingobacterium endophyticum,GCA_009733535,1.35
141086,SCU-B140,"KCTC 42158, CGMCC 1.12966",1,Sphingobacterium griseoflavum,GCA_014653155,0.50
159833,5JN-11,"ACCC 60072, KCTC 62457",1,Sphingobacterium haloxyli,GCA_002980525,0.35
14131,,"DSM 22361, LMG 25272, WCC 4512",1,Sphingobacterium lactis,GCA_011046555,0.65
14132,M-SX103,"DSM 24091, CCTCC AB 2010390, JCM 17339",1,Sphingobacterium nematocida,GCA_900168125,0.6
24551,MOL-1,"DSM 22418, NRRL B-59232",1,Sphingobacterium psychroaquaticum,GCA_900177625,1
166248,M05W1-28,"CGMCC 1.13711, KCTC 72027",1,Sphingobacterium puteale,GCA_003627955,0.75
134347,SY1,"KCTC 22131, CGMCC 1.6855, JCM 14866",1,Sphingobacterium siyangense,GCA_007830445,0.8
140094,,"DSM 101679, CGMCC 1.15966, KCTC 42696, YIM X0211",1,Sphingobacterium soli,GCA_014138555,0.55
158556,h337,"KCTC 52298, CCTCC AB 2017155",1,Sphingobacterium tabacisoli,GCA_017908035,0.50
14129,LQY-18,"DSM 22789, ACCC 05410, CCTCC AB 2010005, KCTC 23009",1,Sphingobacterium wenxiniae,GCA_900116225,0.45
141163,Pch-E,"KACC 19284, JCM 32055",1,Sphingobium limneticum,GCA_008710205,0.60
169101,TLA-22,"BCRC 81097, LMG 30309, KCTC 62189T, KCTC 62189",1,Sphingobium algorifonticola,GCA_004005485,0.80
23273,469,"DSM 25079, LMG 26901",1,Sphingobium boeckii,GCA_014199215,0.4
23271,LL01,"DSM 25410, CCM 7979",1,Sphingobium cupriresistens,GCA_001046645,0.5
130670,CU4,"DSM 29771, CCTCC AB 2011146, KCTC 23865",1,Sphingobium cupriresistens,GCA_004152865,0.4
14196,JZ-2,"DSM 21829, CGMCC 1.7749",1,Sphingobium faniae,GCA_900100475,0.55
168518,CHR27,"KCTC 62510, BCRC 81121, LMG 30596",1,Sphingobium fluviale,GCA_004122115,0.60
130671,Chen16-4,"DSM 29348, BCRC 80308, KCTC 23559, LMG 26342",1,Sphingobium fontiphilum,GCA_014196635,0.5
24556,BA-3,"DSM 26189, CCTCC AB 201217, KACC 16433, KCTC 23196",1,Sphingobium jiangsuense,GCA_014196495,0.70
14192,DS20,"DSM 23389, CCM 7540, MTCC 9471",1,Sphingobium lactosutens,GCA_000445105,1.3
23272,301,"DSM 25076, LMG 26659",1,Sphingobium limneticum,GCA_008710155,0.45
133671,F2,"MTCC 9456, CCM 7544",1,Sphingobium indicum,GCA_000633575,0.65
141162,Pch-B,"KACC 19283, JCM 32054",1,Sphingobium limneticum,GCA_008710165,0.85
14195,P25,"DSM 24952, CCM 7543, MTCC 9472",1,Sphingobium quisquiliarum,GCA_000445065,1
14194,WP01,"DSM 19371, ICMP 13533",1,Sphingobium scionense,GCA_014197035,0.55
130672,HL-25,"DSM 29352, BCRC 80413, KCTC 23953",1,Sphingobium sufflavum,GCA_021403115,0.5
164348,EO9,"JCM 32762, KACC 19523",1,Sphingobium terrigena,GCA_003591655,0.85
14193,VC-230,"DSM 21299, CCUG 55809",1,Sphingobium vermicomposti,GCA_011762025,0.44
159873,,"KCTC 62233, NBRC 113094, CAU 1457",1,Sphingomicrobium arenosum,GCA_026157085,0.25
133944,CC-AMO-30B,"JCM 18551, BCRC 80465",1,Sphingomicrobium astaxanthinifaciens,GCA_022865105,0.6
134044,CC-AMZ-30N,"JCM 18555, BCRC 80467",1,Sphingomicrobium flavum,GCA_024721605,0.4
14298,CC-TBT-3,"DSM 24194, CCM 7794",1,Sphingomicrobium lutaoense,GCA_014195685,1
134043,CC-AMZ-30M,"JCM 18554, BCRC 80466",1,Sphingomicrobium marinum,GCA_026157105,0.55
14243,C42,"DSM 15867, CIP 109154, LMG 21978",1,Sphingomonas abaci,GCA_014199625,0.45
159734,B093034,"CFCC 13949, LMG 30133",1,Sphingomonas carotinifaciens,GCA_003287395,0.80
14269,S8-3,"DSM 22537, LMG 26055",1,Sphingomonas alpina,GCA_014490665,0.7
166236,WZY27,"KCTC 62523, CCTCC AB 2018056",1,Sphingomonas aracearum,GCA_003345355,0.60
14246,Y-39,"DSM 18530, CCTCC AB 205007, IAM 15283, NBRC 15497, JCM 21734, IFO 15497, CIP 109209",1,Sphingomonas azotifigens,GCA_002091475,0.75
141164,L9-754,"DSM 27347, KACC 17595",1,Sphingomonas carotinifaciens,GCA_009789535,0.65
14261,V2M44,"DSM 25652, CGMCC 1.7057, NBRC 104936, CIP 110386",1,Sphingomonas changbaiensis,GCA_000974765,0.35
158581,CC-MHH0539,"BCRC 80933, JCM 31229",1,Sphingomonas colocasiae,GCA_019880585,0.70
166537,CCP-7,"BCRC 81096, LMG 30311, KCTC 62190",1,Sphingomonas crocodyli,GCA_004005865,0.60
140980,MIMD3,"KCTC 42801, MCCC 1K01310",1,Sphingomonas crusticola,GCA_003391115,0.69
14239,CP1D,"DSM 16792, ATCC BAA-1041, CIP 110412",1,Sphingomonas desiccabilis,GCA_004135605,0.25
164248,DAC4,"JCM 32377, KCTC 62107",1,Sphingomonas edaphi,GCA_003583725,0.55
131250,,"DSM 101535, CCTCC AA 209035, JCM 17394, YIM 65583",1,Sphingomonas endophytica,GCA_014199415,0.55
14254,K101,"DSM 13665, CCUG 53462, CIP 109722",1,Sphingomonas fennica,GCA_003034225,0.7
166214,ZLT-5,"CCTCC AB 2018188, KCTC 62840",1,Sphingomonas flavalba,GCA_004796535,0.75
14270,CC-Nfb-2,"DSM 24164, BCRC 80272",1,Sphingomonas formosensis,GCA_009755815,0.4
166381,"Strain S6-262, S6-262","DSM 27346, KACC 17594",1,Sphingomonas gellani,GCA_900110035,0.95
166267,ZDH117,"KCTC 62894, CCTCCAB 2018262",1,Sphingomonas gilva,GCA_003515075,0.22
166217,HMF7854,"KCTC 62461, NBRC 113337",1,Sphingomonas ginkgonis,GCA_003970925,0.65
23277,,"DSM 18094, KCTC 12630, LMG 23739, Gsoil 634",1,Sphingomonas ginsengisoli,GCA_003332855,0.5
14263,C16y,"DSM 22294, CGMCC 1.8957, CIP 11013, CIP 110131",1,Sphingomonas glacialis,GCA_014653575,0.5
14260,ODN7,"DSM 23329, CCUG 57509, KCTC 22579",1,Sphingomonas hankookensis,GCA_022664465,0.45
14262,UM2,"DSM 24951, CCM 7545, MTCC 9473",1,Rhizorhabdus histidinilytica,GCA_900167915,0.4
14271,Dd16,"DSM 25434, CCM 7882, MTCC 10862",1,Allosphingosinicella indica,GCA_900177405,0.9
14257,DS-28,"DSM 21792, JCM 14603, KCTC 12872, CIP 110394",1,Sphingomonas insulae,GCA_010450875,0.45
14259,KC7,"DSM 22753, JCM 15438, KMM 3038, NRIC 0738, CIP 110395",1,Sphingomonas japonica,GCA_011762085,0.7
14252,TDMA-16,"DSM 18422, CCUG 53607, NBRC 102120, CIP 109619",1,Sphingomonas jaspsi,GCA_000585415,0.45
141165,S5-249,"DSM 27345, KACC 17593",1,Sphingomonas jatrophae,GCA_900113315,0.65
141053,G39,"DSM 103790, LMG 29955T, LMG 29955",1,Sphingomonas jeddahensis,GCA_001981525,0.9
14253,PB56,"DSM 16846, CIP 110410, KCTC 12334",1,Sphingomonas kaistensis,GCA_011927725,0.7
140852,9O-5,"CGMCC 1.15330, KCTC 42759",1,Sphingomonas metalli,GCA_014641735,0.80
14249,"CP 173-2, CP173-2","DSM 17494, ATCC BAA-1239, CIP 110409",1,Sphingomonas mucosissima,GCA_002197665,0.75
133230,DKC-5-1,"KEMB 9005-380, KACC 18716, JCM 31294",1,Sphingomonas naphthae,GCA_028607085,0.41
159769,FW-11,"LMG 29274, HAMBI 3659",1,Sphingomonas oleivorans,GCA_003050615,0.62
166278,YZ-8,"CCTCC AB 2017137, LMG 31027, DSM 108678",1,Sphingomonas paeninsulae,GCA_003660165,0.55
166382,JS21-1,"DSM 27348, KACC 17591",1,Sphingomonas palmae,GCA_900109565,0.75
14242,C52,"DSM 15761, CIP 109155, LMG 21979",1,Sphingomonas panni,GCA_022664435,0.6
166296,17J27-24,"KCTC 62208, JCM 3896",1,Sphingomonas parva,GCA_004564275,0.5
14241,FA2,"DSM 17258, CECT 5832, LMG 21958, CIP 108674",1,Sphingomonas phyllosphaerae,GCA_000427645,0.7
132650,W18RD,"DSM 103336, CGMCC 1.15645",1,Sphingomonas prati,GCA_009755805,0.7
14250,G1-2,"DSM 19512, CCUG 54232, CIP 109431",1,Sphingomonas pseudosanguinis,GCA_014196255,0.50
158693,THG-T61,"KACC 19189, CCTCC AB 2016245",1,Sphingomonas rhizophila,GCA_014396585,0.50
14264,BH3,"DSM 26135, CGMCC 1.9113, CIP 110396, JCM 16230",1,Sphingomonas rubra,GCA_900115745,0.25
14256,NX02,"DSM 19645, CGMCC 1.6417, CIP 110406",1,Sphingomonas sanxanigenens,GCA_000512205,0.75
14245,"T5-04, T5-04,52.101","DSM 18313, IAM 15213, KCTC 12210, NBRC 10081, JCM 21668, NBRC 100801, CIP 109210",1,Sphingomonas soli,GCA_001591025,1
140320,9NM-10,"DSM 27571, GDMCC 1.657",1,Sphingomonas spermidinifaciens,GCA_002351485,0.75
157911,MCT13,"DSM 105457, BAC RE RSCIC 7",1,Sphingomonas turrisvirgatae,GCA_001721295,0.36
14232,A1-18,"DSM 14562, GTC 868, JCM 11416, CCUG 52398, CIP 108439",1,Sphingomonas yabuuchiae,GCA_014199595,0.5
14287,BZ30,"DSM 22271, CGMCC 1.8959, CIP 110136",1,Sphingopyxis bauzanensis,GCA_002205675,0.50
24566,DS15,"DSM 27519, CCM 7542, MCC 2023, MTCC 9455",1,Sphingopyxis indica,GCA_900188185,0.52
23284,SC13E-971,"DSM 25229, CECT 8016",1,Sphingopyxis italica,GCA_011926545,0.7
159655,WS5A3p,"DSM 106274, PCM 2932",1,Sphingopyxis lindanitolerans,GCA_002993885,0.46
14285,BL03,"DSM 25337, JCM 15910, KCTC 22405",1,Sphingopyxis soli,GCA_018682675,0.3
140477,R366,"KEMB 9005-451, KACC 19003, JCM 31675",1,Sphingopyxis solisilvae,GCA_015475875,0.45
14284,UI2,"DSM 24316, CCM 7428, MTCC 8591",1,Sphingopyxis ummariensis,GCA_002374275,0.8
164092,LPB0140,"JCM 31568, KACC 18891",1,Sphingorhabdus lutea,GCA_001889025,0.33
164390,GY_G,"JCM 32855, KCTC 62791",1,Sphingorhabdus pulchriflava,GCA_003367235,0.5
168535,D-2Q-5-6,"MCCC 1A06070, KCTC 52311",1,Sphingorhabdus soli,GCA_007995095,0.40
166427,QZX222,"KCTC 62519, CCTCC AB 2018030",1,Sphingosinicella humi,GCA_003129465,0.35
14293,Y2,"DSM 19791, JCM 13185, KCTC 12019, CIP 109169, NCIMB 14270",1,Sphingosinicella microcystinivorans,GCA_003634215,0.50
14295,KSL-125,"DSM 17328, KCTC 12482",1,Sphingosinicella soli,GCA_014199685,0.4
164339,FM6,"JCM 32714, MCCC 1K03501",1,Sphingosinithalassobacter portus,GCA_003171655,0.40
14337,,"DSM 17781, ATCC BAA-1285, SIP 1",1,Spirochaeta cellobiosiphila,GCA_000426705,0.35
166363,BT328,"KCTC 72365, NBRC 114506",1,Spirosoma aureum,GCA_011604685,0.7
23883,,"DSM 26130, LMG 27272, EX 36",1,Spirosoma endophyticum,GCA_900112365,1.2
158419,HA7,"DSM 105799, LMG 30282",1,Spirosoma pollinicola,GCA_002831565,1.00
134302,WPCB118,"KCTC 12531, NBRC 101117",1,Spirosoma rigui,GCA_002067135,0.9
17903,HAL40b,"DSM 17750, CCUG 54896",1,Spongiibacter marinus,GCA_016906995,0.5
17904,"5IX/A0/131, 5IX/A01/131","DSM 19753, CIP 109757, MOLA 225",0,Spongiibacter marinus,GCA_000422345,0.70
133174,SPT1,"JCM 31012, BCRC 80916",1,Spongiibacter taiwanensis,GCA_023702635,0.65
17905,CL-CB221,"DSM 19543, KCCM 90065",1,Spongiibacter tropicus,GCA_000420325,0.45
133204,GD201205,"CICC 23867, KCTC 15488",1,Sporolactobacillus pectinivorans,GCA_002802965,0.90
14405,QC81-06,"DSM 21265, JCM 15325",1,Sporolactobacillus putidus,GCA_014647035,0.65
140530,MK21-7,"NBRC 111517, LMG 29111, TISTR 2466",1,Sporolactobacillus shoreicorticis,GCA_024125445,0.45
14404,SL153,"DSM 21990, JCM 14637, KCTC 5376",1,Sporolactobacillus vineae,GCA_000246965,0.5
17205,AeG,"DSM 23256, JCM 15556, KCTC 5668",1,Sporolituus thermophilus,GCA_900102435,0.9
2873,SOL3f37,"DSM 21485, JCM 15487, KCTC 15135",1,Sporosalibacterium faouarense,GCA_016765695,0.5
166515,THS-13,"BCRC 81158, LMG 30925, KCTC 62868",1,Stagnimonas aquatica,GCA_003730135,0.50
14297,,"DSM 25059, CGMCC 1.7294, LMG 24686, JLT 832",1,Stakelama pacifica,GCA_004361835,0.65
14673,5402776,"DSM 23764, CCUG 55927, CSUR P23, CCM 7895",1,Staphylococcus massiliensis,GCA_000298075,0.65
24597,SEQ110,"DSM 26618, CCM 8494, CCUG 62657, LMG 26879",1,Staphylococcus petrasii,GCA_002902105,3.5
14665,,"CCUG 51256, DSM 17636, CCM 7213, CIP 108931, LMG 22723",1,Staphylococcus simiae,GCA_000235645,0.75
133897,"CC-SPIO-10, CC-SP10-10","CCUG 59208, LMG 25538, CCM 7757, DSM 23284",1,Stappia taiwanensis,GCA_013868145,0.5
166485,GT1R17,"CGMCC 1.16137, NBRC 113346",1,Stenotrophobium rhamnosiphilum,GCA_003052265,0.51
140359,BII-R7,"DSM 103927, CECT 9180, LMG 29893",1,Stenotrophomonas bentonitica,GCA_013185915,0.55
166347,TPQG1-4,"CFCC 15341, LMG 31208",1,Stenotrophomonas cyclobalanopsidis,GCA_008710035,0.75
133582,MJ03,"KCTC 22451, JCM 16244, CCUG 59871",1,Stenotrophomonas daejeonensis,GCA_001431505,0.35
158735,M15,"LMG 29943, DSM 104152, CIP 111740",1,Stenotrophomonas lactitubi,GCA_002803515,1.00
17532,"67, 810-2","DSM 50170, ATCC 13637, ICPB 2648-67, NCIB 9203, NCTC 10257, CCUG 5866, LMG 958, NCPPB 1974, JCM 1975, BCRC 10737, CCM 1640, CECT 115, CGMCC 1.1788, CIP 60.77, GIFU 418, IAM 12423, IFO 14161, IMET 10402, NBRC 14161, NCIMB 9203, NRC 729, NRRL B-2756, VKM B-591, ACM 497",1,Stenotrophomonas maltophilia,GCA_001591205,0.5
13146,,"DSM 19282, ATCC 23328, CCM 284, CIP 103273, JCM 9942, LMG 981, NCIMB 9152, VKM 1240, BCRC 15831, CCEB 322, CCUG 1823, CCUG 3368, KCTC 12497, NCAIM B.01950, NRRL B-2543, VKM B-1240, IMET 10400",1,Stenotrophomonas pictorum,GCA_001310775,0.65
140908,T5916-2-1b,"JCM 30961, NCIMB 15009",1,Stenotrophomonas tumulicola,GCA_014117215,0.8
17663,FS,"DSM 18526, JCM 14622",1,Steroidobacter denitrificans,GCA_001579945,0.40
166250,JW-3,"CCTCC AB 2018184, KCTC 62820",1,Steroidobacter soli,GCA_004138485,0.40
159082,"Malle 15, Mal15","DSM 100215, LMG 29790",1,Stieleria maiorica,GCA_008035925,1.40
160127,"Pla52n, Pla52neu","DSM 102885, LMG 29463, VKM B-3447",1,Stieleria varia,GCA_007860045,0.90
14879,TH49,"DSM 45098, CGMCC 4.2012, CIP 109342, JCM 13271, KCTC 19220, BCRC 16837",1,Streptacidiphilus oryzae,GCA_000744815,0.7
13493,A12253. 1,"DSM 40477, ATCC 17920, CBS 697.72, IFO 16176, ISP 5477, JCM 4838, NBRC 16176, NBRC 16177, NRRL B-12390T, RIA 1357, NRRL B-12390, BCRC 12593, IFO 13396, IFO 16175, IFO 16177, IFO 16188, LMG 5988, NBIMCC 841, NBRC 16175, NBRC 16188, NCIMB 11028, NRRL 3816, VKM Ac-1870",1,Streptoalloteichus tenebrarius,GCA_024171885,0.75
132487,OGS16,"DSM 101843, JCM 31098, CIP 110950",1,Streptobacillus ratti,GCA_001891165,0.45
24605,SK1267,"DSM 25818, CCUG 39159, CIP 110790",1,Streptococcus anginosus subsp. whileyi,GCA_000257765,0.75
14830,4401825,"DSM 18628, CCUG 49690, CIP 108498",1,Streptococcus massiliensis,GCA_000341525,1.85
24610,"7747, Str. 7747","CCUG 66492, DSM 27088, CECT 8312, NBRC 113013",1,Streptococcus oralis subsp. dentisani,GCA_000382825,1.5
14845,2923-03,"DSM 23759, CCUG 55896, CECT 7374",1,Streptococcus porci,GCA_000423765,0.4
140411,GUT-187,"DSM 104980, JCM 31869",1,Streptococcus ruminantium,GCA_003609975,0.75
14847,,"DSM 22768, JCM 16316, CCUG 70863, NUM 1615, KCTC 15134",1,Streptococcus ursoris,GCA_012843165,0.6
1569,H96B60,"DSM 22440, CGMCC 1.7733",1,Streptohalobacillus salinus,GCA_003201605,0.3
16491,BK160,"DSM 42059, KACC 21093, NCIMB 14702",1,Streptomyces brevispora,GCA_007829885,0.75
