ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Gram stain
133099,ISLP-3,"DSM 100501, ATCC TSD-17, JCM 30887",1,Sanguibacter gelidistatuariae,GCA_900096585,positive
131933,ST-50,"DSM 100099, CCUG 36689, CIP 104915, JCM 19122, NCIMB 703024 (formerly NCFB 3024), CIP 110775, NCFB 3024",1,Sanguibacter inulinus,GCA_013415325,positive
14038,ST-74,"DSM 10542, ATCC 51767, CECT 4540, NCFB 3025, CCUG 36690, JCM 11429, CGMCC 1.3608, CIP 106323, IFO 16158, NBRC 16158, NCIMB 703025",1,Sanguibacter keddieii,GCA_000024925,positive
14039,ST-26,"DSM 10543, NCFB 3023, CCUG 36691, JCM 11430, ATCC 51766, CECT 4539, CGMCC 1.3609, CIP 106322, IFO 16159, NBRC 16159, NCIMB 703023",1,Sanguibacter suarezii,GCA_001552735,positive
158825,"TSD-72, RKSG058",LMG 29871,1,Sansalvadorimonas verongulae,GCA_009711465,negative
140375,,"DSM 29762, CIP 110873, MOLA 117",1,Saonia flava,GCA_011927795,negative
168376,SA-152,"DSM 29805, NCAIM B.02613T, NCAIM B.02613",1,Sapientia aquatica,GCA_004358105,negative
184,"R10394, 1010306","DSM 15803, CCUG 44997, CIP 107323",1,Schaalia cardiffensis,GCA_016405145,positive
162,D145A-07,"DSM 6843, ATCC 49285, CCUG 32935, VPI D145A-07, CIP 104749, VPI D145A-7",1,Schaalia georgiae,GCA_000429245,positive
170,BM 1192/5,"DSM 10695, ATCC 51367, CIP 103923, NCFB 2983, CCUG 35604, CCUG 35715",1,Schaalia hyovaginalis,GCA_014208035,positive
161,,"CCUG 21024, LMG 16161, DSM 20733, ATCC 35568, CIP 103148, VPI 8617, PIP 2477B",1,Schaalia meyeri,GCA_900105015,positive
155,"2A.10, X363","DSM 19120, ATCC 17929, CCUG 20536, DSM 43760, JCM 14871, NCTC 9935, CCM 4740, CIP 101124, LMG 18080",1,Schaalia odontolytica,GCA_900445025,positive
168,APL1,"DSM 9169, ATCC 51856, CCUG 32394, CIP 105358",1,Schaalia radingae,GCA_900106055,positive
182,SVA 489II,"DSM 15538, CCUG 39276, CIP 106779, KCTC 19918",1,Schaalia suimastitidis,GCA_000429105,positive
185,R10176,"DSM 15804, CCUG 46091, CIP 107423",1,Schaalia vaccimaxillae,GCA_000420425,positive
159203,TLL-A1,"DSM 106076, KCTC 15657",1,Schaedlerella arabinosiphila,GCA_003885045,positive
599,"1, BAI","CCUG 28517, NRRL B-14310, DSM 1046, ATCC 29788, CCM 2849, CIP R925, JCM 12210, BCRC 15923, BCRC 16018, CIP 77.28, HAMBI 1884, IFO 15712, KCTC 3447, LMG 9581, NBRC 15712, NCCB 93150, NCIMB 11859, NRRL B-14522",1,Schinkia azotoformans,GCA_000307855,positive
23375,K481-B101,"DSM 7029, ATCC 53080, NBRC 100090",1,Caldimonas brevitalea,GCA_001017435,negative
6637,,"DSM 16991, CIP 109152, JCM 16178, CCUG 54937, AHU 1762, SBT 10908, LMG 24040, NBRC 100982",1,Schleiferilactobacillus harbinensis,GCA_000425885,positive
24131,LY-73,"DSM 28193, CCTCC M 2011481, KACC 16878",1,Schleiferilactobacillus shenzhenensis,GCA_000469325,negative
13510,,"DSM 45152, CCTCC AA 208009, KCTC 19433, SCSIO 00231, JCM 16222, NBRC 106527",1,Sciscionella marina,GCA_000379465,positive
133011,ZQ18-1,"DSM 28236, CICC 10824",1,Scopulibacillus daqui,GCA_016908855,positive
159351,WB03_NA08,"DSM 105338, JCM 34392",1,Scrofimicrobium canadense,GCA_009696615,positive
6436,"Cl3a, C13a","DSM 20515, ATCC 27612, NCIB 10925, CCUG 32259, NCIMB 10925, JCM 1123, BCRC 11649, CECT 922, CIP 103008, LMG 11717, LMG 9194, NBRC 107765, NCFB 2805, NCDO 2746",1,Secundilactobacillus collinoides,GCA_001312845,positive
6697,,"DSM 19909, BCRC 17810, JCM 15043, YIT 11304, LMG 30911",1,Secundilactobacillus odoratitofui,GCA_001313185,positive
24133,,"DSM 26518, JCM 18671, KCTC 21047, SG 293, CIP 110586",1,Secundilactobacillus oryzae,GCA_000740055,positive
6596,LA2,"DSM 15502, JCM 11969, BCRC 80778, CIP 108394, LMG 22473, VTT E-042481",1,Secundilactobacillus paracollinoides,GCA_001311135,positive
140410,IWT25,"DSM 102974, JCM 31145, LMG 30918",1,Secundilactobacillus pentosiphilus,GCA_002217985,positive
24138,IWT126,"DSM 27022, JCM 19001, KCTC 21050",1,Secundilactobacillus silagei,GCA_001313225,positive
140409,IWT5,"DSM 102973, JCM 31144, LMG 30917",1,Secundilactobacillus silagincola,GCA_002583405,positive
6694,M36,"DSM 23365, JCM 2765, LMG 23904, BCRC 80777, CIP 110209",1,Secundilactobacillus similis,GCA_001311075,positive
132448,MO-SEDI,"DSM 24004, JCM 17293",1,Sedimentibacter acidaminivorans,GCA_017873955,negative
158251,L21-RPul-D3,"DSM 27091, JCM 19196, KCTC 15598",1,Sedimentisphaera cyanobacteriorum,GCA_001997385,negative
158250,ST-PulAB-D4,"DSM 101733, JCM 31929, KCTC 15597",1,Sedimentisphaera salicampi,GCA_002117005,negative
13671,NH52F,"DSM 24252, CCTCC AB 208316, LMG 24841, MCCC 1A04178",1,Sedimentitalea nanhaiensis,GCA_000473225,negative
1556,"NHBX-5, NHBX5","DSM 19340, CGMCC 1.6502, CIP 110033",1,Sediminibacillus albus,GCA_900101125,positive
1555,EN8d,"DSM 18088, CCM 7364, CECT 7148, CGMCC 1.6199",1,Sediminibacillus halophilus,GCA_900103695,positive
24737,,"DSM 22335, JCM 15794, KCTC 12833, DCY 13, KACC 15019",1,Sediminibacterium ginsengisoli,GCA_900167075,negative
24742,MU-2,"DSM 22423, KCTC 42570, NRRL B-59231, KCTC 22720",1,Sediminibacterium magnilacihabitans,GCA_002973575,negative
158552,SYL130,"KCTC 52860, CCTCC AB 2017082",1,Sediminibacterium roseum,GCA_009939005,negative
24736,NJ-44,"DSM 27476, CGMCC 1.6845, NBRC 103935",1,Sediminibacterium salmoneum,GCA_000511175,negative
13849,,"DSM 21189, CCTCC AA 208033, KCTC 22349, YIM B024",1,Sediminimonas qiaohouensis,GCA_000423645,negative
131161,"Mok-1-85, MOK1-85","DSM 28229, CIP 109411, KCTC 12970, NBRC 101625",1,Sediminitomix flava,GCA_003149185,negative
140907,F23,"JCM 19771, CGMCC 1.12785, MCCC 1A09945",1,Sediminivirga luteola,GCA_014639315,positive
12535,M384,"CIP 105472, DSM 11370, CCUG 51935, JCM 12258",1,Prevotella albensis,GCA_000426565,negative
12541,E 9.33,"DSM 16972, CCUG 50418, JCM 13447",1,Prevotella baroniae,GCA_000426585,negative
12536,"B14, B<SUB>1</SUB>4","DSM 11371, CIP 105474, JCM 13993",1,Prevotella bryantii,GCA_000179055,negative
158507,,"DSM 100619, JCM 30867, SBC 8034",1,Prevotella cerevisiae,GCA_024054555,negative
12547,CB 7,"DSM 18205, JCM 13464, CCUG 58058",1,Prevotella copri,GCA_000157935,negative
12557,W1609,"DSM 19339, CCUG 54766, JCM 15638",1,Prevotella maculosa,GCA_000382385,negative
12558,KB7,"DSM 17968, JCM 13650, KCTC 15702",1,Prevotella paludivivens,GCA_000373185,negative
12538,EPSA11,"CCUG 51934, DSM 15606, JCM 12084, KCTC 15077",1,Prevotella salivae,GCA_000185845,negative
133588,6424S-61,"KACC 14119, NBRC 106135",1,Segetibacter aerophilus,GCA_007991655,negative
17760,GS664,"DSM 18137, KCTC 12655, Gsoil 664, CIP 109820",1,Segetibacter koreensis,GCA_000374045,negative
140337,YJ01,"DSM 25312, KACC 19547, NBRC 113173",1,Segeticoccus rhizosphaerae,GCA_009192725,positive
14050,,"DSM 44985, ATCC BAA-972, CDC 1076, CIP 108378, JCM 13578, CCUG 50837",1,Segniliparus rotundus,GCA_000092825,positive
14052,,"DSM 45345, ATCC BAA-974, CCUG 50838, CDC 945, CIP 108380, JCM 13579",1,Segniliparus rugosus,GCA_000185725,positive
164210,Sp-1,"JCM 32162, KCTC 62036",1,Segnochrobactrum spirostomi,GCA_009600605,negative
16754,T-2,"DSM 44666, ATCC 27302, JCM 10113, KCTC 9740",1,Seinonella peptonophila,GCA_900129355,positive
23885,S4,"DSM 24984, ATCC BAA-2290",1,Seleniivibrio woodruffii,GCA_004339245,negative
17161,,"DSM 19719, ATCC 43528, JCM 8543, VPI D22B-14, BCRC 14409, CIP 108628",1,Selenomonas artemidis,GCA_000426665,negative
17166,WG,"DSM 23594, CGMCC 1.5073, JCM 15470, KCTC 15154",1,Selenomonas bovis,GCA_000381005,negative
17156,GA-192,"DSM 2150, ATCC 12561",1,Selenomonas ruminantium subsp. ruminantium,GCA_000424065,negative
132393,,"DSM 103502, BR 72, KCTC 15479, JCM 30749",1,Sellimonas intestinalis,GCA_001280875,positive
167519,KGMB04484,"KCTC 15721, CCUG 72347",1,Senegalimassilia faecalis,GCA_004135645,positive
140808,NF48,"MCCC 1K01157, KCTC 42650",1,Seohaeicola zhoushanensis,GCA_014656415,negative
141085,Gy8,"KCTC 42396, CICC 23816",1,Seonamhaeicola algicola,GCA_007997385,negative
158553,B011,"MCCC 1H00146, NBRC 112333",1,Seonamhaeicola marinus,GCA_008085455,negative
166320,W255,"MCCC 1H00377, KCTC 72085",1,Seonamhaeicola sediminis,GCA_004358095,negative
168195,GH4-78,"DSM 106349, KCTC 62383",1,Seongchinamella unica,GCA_004354085,negative
1681,Kis4-28,"DSM 21801, NBRC 104924",1,Serinibacter salmoneus,GCA_002563925,positive
24111,,"DSM 27602, CAU 9536, CCUG 59777, KCTC 19774, JCM 19123, NBRC 110804",1,Serinicoccus chungangensis,GCA_006337125,positive
6283,JC1078,"DSM 15273, IMSNU 14026, KCTC 9980, CCUG 51944, JCM 13024, CIP 108477",1,Serinicoccus marinus,GCA_000421245,positive
6284,0714S6-1,"DSM 21363, CGMCC 4.5582, NBRC 110789, MCCC 1A05965, JCM 17740",1,Serinicoccus profundi,GCA_000224715,positive
164370,GP-T3-3,"JCM 32825, KACC 19850, KCCM 43309, KCTC 49173",1,Serinicoccus sediminis,GCA_004153545,positive
132680,3b,"DSM 100013, JCM 30645",1,Serpentinicella alkaliphila,GCA_004345905,positive
5164,A1,"CCUG 55496, LMG 8456, KCTC 2934, NCIMB 12800, BCRC 15867, DSM 12358, ATCC 43705, CIP 102919",1,Serratia entomophila,GCA_021462285,negative
5133,"2.78, 2-78, CUEMT 77-165","DSM 4576, ATCC 29844, CIP 78.64, CUETM 77.165, JCM 1242, BCRC 14810, CCM 3407, CCUG 14186, CCUG 37824, CUETM 77-165, IAM 13541, LMG 7882, NBRC 102597, NCTC 12965, IAM 1242",1,Serratia fonticola,GCA_000469035,negative
5163,503,"DSM 30063, ATCC 14460, IFO 13537, JCM 31911, NBRC 13537, NCTC 10422, CCUG 15721, CIP 103361, NCDC 446-68, BCRC 10767, CCM 4735, JCM 5910, KCTC 2923, LMG 7883, NCIMB 9321, NCTC 11543, NRRL B-4271, VTT E-011966, CDC 446-68",1,Serratia grimesii,GCA_001590905,negative
5161,"866, 1284-57","DSM 4487, ATCC 27592, CDC 57, CCUG 9285, ATCC 12926, LMG 7884, CIP 103238, JCM 1245, NCIMB 12815",1,Serratia liquefaciens,GCA_000422085,negative
137060,,"CIP 53.90, ATCC 274, ATCC 8412, ATCC 10759, NCDO 740, NCTC 1377, NCIMB 1377",0,Serratia marcescens,GCA_009936295,negative
139473,8K,"CIP 103959, ATCC 14041, NRRL B-1481",0,Serratia marcescens,GCA_000695485,negative
5167,KRED,"DSM 17174, CIP 107489, JCM 11315, CCUG 53879, CCM 7122",1,Serratia marcescens,GCA_004684145,negative
5168,DZ0503SBS1,"DSM 21420, CGMCC 1.6853, DSM 22964, KCTC 22130, JCM 14855, LMG 26067, CCM 7985, CIP 111051",1,Serratia nematodiphila,GCA_000738675,negative
5150,1073,"DSM 4582, ATCC 33077, CDC 1979-77, CIP 79.01, ICPB 3995, NCTC 11214, CCUG 14508, CECT 867, JCM 1243, BCRC 12223, CCM 3388, CIP 79.1, IAM 13542, NBRC 102598",1,Serratia odorifera,GCA_000163595,negative
140703,J11-6,"ACCC 19934, KCTC 52529",1,Serratia oryzae,GCA_001976145,negative
5151,"Grimont 510, 510","CCUG 14509, DSM 4540, ATCC 183, CCM 640, JCM 1244, BCRC 12224, CIP 103239, IAM 13543, LMG 7886, NBRC 102599, NCTC 12961, UCCCB109",1,Serratia plymuthica,GCA_001590925,negative
5157,3630,"DSM 4543, ATCC 19323, NCPPB 245, NCTC 394, CCUG 14510, CIP 103236, ICPB XP176",1,Serratia proteamaculans subsp. proteamaculans,GCA_008830365,negative
5159,"864, 2199-72","DSM 4480, ATCC 27593, JCM 1240, BCRC 13990, CCUG 10981, CECT 868, CIP 103234, IAM 13545, LMG 5019, NBRC 103169, NCTC 12971",1,Serratia rubidaea,GCA_001304675,negative
5170,CWBI-2.3,"DSM 23270, CIP 111023, LMG 25624",1,Serratia symbiotica,GCA_000821185,negative
5166,,"DSM 16952, CCUG 50595, LMG 22860, NIVA NiVa51, JCM 13046, BCRC 17594, CCM 7336, CIP 108937, JCM 16474, NiVa 51",1,Serratia ureilytica,GCA_013375155,negative
5376,ST18,"DSM 18934, JCM 14210, KCTC 15217, CCUG 58059",1,Sharpea azabuensis,GCA_000702165,positive
14076,c941,"DSM 17171, JCM 13041, CIP 109339",1,Shewanella abyssi,GCA_023284025,negative
134072,,"KACC 16187, JCM 17801, SC 18",1,Shewanella aestuarii,GCA_014647215,negative
14062,OK-1,"DSM 9167, ATCC 51192, IAM 14159, NCIMB 13178, CCUG 39064, JCM 21037, BCRC 80907, CIP 106454, NBRC 103173",1,Shewanella algae,GCA_000615045,negative
138792,,"CIP 103562, ATCC 49138",0,Shewanella algae,GCA_019670525,negative
132976,ST-6,"DSM 23803, JCM 31091, KCTC 23253",1,Shewanella algicola,GCA_014648035,negative
134224,S13,"LMG 23746, NBRC 102032",1,Shewanella algidipiscicola,GCA_003605125,negative
134099,SW-120,"KCCM 41821, JCM 12193, CIP 108633, KCTC 22430",1,Shewanella aquimarina,GCA_023349185,negative
133709,IR 12,"KCTC 23109, JCM 16723",1,Shewanella frigidimarina,GCA_003797125,negative
14081,HAW-EB5,"CIP 109519, DSM 18400, CCUG 54554, NCIMB 14239",1,Shewanella atlantica,GCA_003966265,negative
14064,,"DSM 9439, CECT 323, IAM 1477, LMG 2250, NCTC 10735, CCUG 39356, JCM 16449, CIP 105850, AJ 2258",1,Shewanella baltica,GCA_900456975,negative
134352,J83,"KCTC 22121, JCM 14937",1,Shewanella basaltis,GCA_023283885,negative
14080,HAW-EB2,"DSM 18399, CCUG 54553, NCIMB 14238, CIP 109520",1,Shewanella canadensis,GCA_003966225,negative
158312,08MAS2251,"DSM 104682, CGMCC 1.16033",1,Shewanella carassii,GCA_002777975,negative
133524,JC5,"CCUG 57101, NBRC 105217, KCC 22540, KCTC 22540",1,Shewanella chilikensis,GCA_002836945,negative
14085,"F5, fav-2-10-05","DSM 21332, CIP 110229, LMG 24563",1,Shewanella corallii,GCA_023349125,negative
14068,OS217,"DSM 15013, LMG 21692, CIP 107825",1,Shewanella denitrificans,GCA_000013765,negative
23252,UDC329,"DSM 23626, KCTC 22898, CCUG 58667",0,Shewanella dokdonensis,GCA_018394335,negative
134204,LT17,"KCTC 10635BP, JCM 12524, CIP 109543",1,Shewanella donghaensis,GCA_007567505,negative
133575,JC15,"CCUG 57102, NBRC 105216, KCTC 22506, JCM 32076",1,Shewanella fodinae,GCA_014651955,negative
14073,TF-27,"DSM 16422, JCM 11814, KCCM 41648, KCTC 22431",1,Shewanella gaetbuli,GCA_023284065,negative
141062,RZB5-4,"JCM 30804, KCTC 42663, MCCC 1K00697",1,Shewanella gelidii,GCA_014647855,negative
134225,T147,"LMG 23744, NBRC 102030, CIP 109509",1,Shewanella glacialipiscicola,GCA_019655235,negative
14078,"A22-B3, HAW-EB4","DSM 17350, CIP 109778, NCIMB 14093",1,Shewanella halifaxensis,GCA_000019185,negative
134289,DW01,"KCTC 12896, JCM 14758, BCRC 80906",1,Shewanella algae,GCA_000614935,negative
14060,281,"DSM 6066, ATCC 33224, CCUG 16097, JCM 20706, ACAM 540, CIP 103207, IAM 12641, LMG 19004, LMG 2868, NBRC 102223, NCIMB 2157",1,Shewanella hanedai,GCA_007197645,negative
133273,KX27,"KCTC 42807, CGMCC 1.15339",1,Shewanella inventionis,GCA_014641855,negative
14075,c931,"DSM 17170, JCM 11836, CIP 109340, KCTC 22439",1,Shewanella kaireitica,GCA_023284045,negative
159740,MMS16-UL482,"KCTC 62129, JCM 32306",1,Shewanella litoralis,GCA_009828585,negative
134647,,"CIP 107390, CECT 5933, LMG 19866",1,Shewanella livingstonensis,GCA_003855395,negative
133464,C4,"KCTC 22185, JCM 15074, CIP 110022",1,Shewanella marina,GCA_000614975,negative
138538,IK-1,"CIP 107954, LMG 21403, JCM 11558, CGMCC 1.8460, KCTC 22440",1,Shewanella marinintestina,GCA_023283845,negative
134098,SW-117,"KCCM 41822, JCM 12192, CIP 108637, KCTC 22432",1,Shewanella marisflavi,GCA_023283925,negative
164505,D4-2,"JCM 33294, KCTC 72040",1,Shewanella maritima,GCA_004295345,negative
137562,ACEM9T,"CIP 107450, LMG 21437, ACAM 644",1,Shewanella olleyana,GCA_023283825,negative
136795,MR-1,"CIP 106686, ATCC 700550, VKPM B-9861, JCM 31522, BCRC 17276, LMG 19005, NCIMB 14063",1,Shewanella oneidensis,GCA_000146165,negative
139497,ANG-SQ1,"CIP 106450, ATCC 700345",1,Shewanella pealeana,GCA_000018285,negative
134207,WP3,"JCM 13877, CGMCC 1.6160",1,Shewanella piezotolerans,GCA_000014885,negative
134152,SCRC-2738,"JCM 13187, NCIMB 14060, CGMCC 1.8482, CIP 109027, KCTC 23973",1,Shewanella pneumatophori,GCA_023283895,negative
14072,LT13a,"DSM 15900, JCM 12080, CIP 108671, KCTC 22433",1,Shewanella profunda,GCA_023283765,negative
164190,M2,"JCM 32090, KCCM 43257",1,Shewanella psychromarinicola,GCA_003855155,negative
134206,WP2,"JCM 13876, CGMCC 1.6159",1,Shewanella psychrophila,GCA_002005305,negative
14054,95,"DSM 6067, ATCC 8071, ICPB 352, NCIB 10471, CCUG 13452 D, JCM 20190, CCUG 13452, CECT 331, CIP 80.40, IAM 12079, IAM 1509, IFO 3908, JCM 9294, LMG 2268, NBRC 3908, NCIMB 10471, NCTC 12960",1,Shewanella putrefaciens,GCA_000615005,negative
14053,,"DSM 1818, ATCC 12099, IAM 1510, NCIB 8786, NCTC 10695, JCM 20191, NCIMB 8768, CIP 59.28",0,Shewanella putrefaciens,GCA_900457065,negative
138539,SM2-1,"CIP 107955, LMG 21408, JCM 11563, CGMCC 1.8481",1,Shewanella sairae,GCA_019655015,negative
170937,SHSM-M6,"KACC 19901, NBRC 113646",1,Shewanella salipaludis,GCA_012911865,negative
159741,MMS16-UL250,"KCTC 62131, JCM 32304",1,Shewanella saliphila,GCA_014648295,negative
138537,HRKA1,"CIP 107953, LMG 21406, JCM 11561, CGMCC 1.8480",1,Shewanella schlegeliana,GCA_016765635,negative
14074,"A010-1, HAW-EB3","DSM 17055, CIP 109531, NCIMB 14036, CIP 108924",1,Shewanella sediminis,GCA_000018025,negative
14077,c959,"DSM 17177, JCM 11835, CIP 109341, CIP 109387, KCTC 22442",1,Shewanella surugensis,GCA_023284005,negative
159742,MMS16-UL253,"KCTC 62130, JCM 32305",1,Shewanella ulleungensis,GCA_014648315,negative
133424,M7,"LMG 244245, CECT 7339",1,Shewanella vesiculosa,GCA_021560015,negative
14084,S4,"DSM 22215, CCTCC M 209017, JCM 16212, KCTC 23986",1,Shewanella xiamenensis,GCA_014647135,negative
5174,P288,"DSM 7532, ATCC 8700, CCUG 49022, CIP 82.50, NCTC 12985",1,Shigella boydii,GCA_002946735,negative
138456,,"CIP 57.28, ATCC 13313, CCUG 9565, NCTC 4837",1,Shigella dysenteriae,GCA_002949675,negative
5171,24570,"DSM 4782, ATCC 29903, KCTC 22192, WDCM 00125, CCUG 56439, CIP 82.48, BCRC 13984, KCTC 22529, CECT 8175, NCTC 13631",1,Shigella flexneri,GCA_002950215,negative
137262,3591-52,"CCUG 32079, CIP 104222, ATCC 12022, LMG 10472, WDCM 00126, CECT 4804, NCTC 12698",0,Shigella flexneri,GCA_000754175,negative
5172,I virulent,"CCUG 68726, NCTC 12984, CECT 4887, DSM 5570, ATCC 29930, WDCM 00127, CIP 82.49",1,Shigella sonnei,GCA_002950395,negative
164598,KC615,"JCM 33532, CGMCC 4.7616",1,Shimazuella alba,GCA_009831235,positive
132403,,"DSM 100673, JCM 30900, JAMH 043",1,Shimia abyssi,GCA_003014475,negative
13803,JC2049,"DSM 15283, KCTC 12049, JCM 14332, IMSNU 14011",1,Shimia aestuarii,GCA_900114635,negative
134055,CC-AMW-C,"JCM 18818, BCRC 80548",1,Shimia biformata,GCA_016888515,negative
24508,WM35,"DSM 28453, JCM 18870, KACC 17212",1,Shimia haliotis,GCA_900114415,negative
13830,SW6,"DSM 26433, BCRC 80085, LMG 25377",1,Shimia isoporae,GCA_004346865,negative
13847,CL-ES2,"DSM 18290, KCCM 42274",1,Shimia litoralis,GCA_005518135,negative
23232,CL-TA03,"DSM 26895, JCM 13038, KCCM 42117, BCRC 80068, CIP 109331, NCIMB 14294",1,Shimia marina,GCA_900112745,negative
166260,R47,"CECT 7735, LMG 29909",1,Shimia thalassica,GCA_001458215,negative
5246,9005-74,"DSM 4481, ATCC 29907, CIP 103175, CIP 104942, HAMBI 1692, JCM 1650, LMG 3030, NCTC 12127, CCUG 14803 B, CDC 9005-74, BCRC 15589, CCUG 14803, CGMCC 1.3440, JCM 24308, NBRC 105725, VTT E-042574",1,Shimwellia blattae,GCA_000262305,negative
5247,"007, 521","DSM 3038, LMG 24835, NCIMB 14534",1,Shimwellia pseudoproteus,GCA_016415625,negative
133167,C3,"KEMB 2255-446, JCM 31239",1,Shinella curvata,GCA_010994455,negative
13906,DC-196,"DSM 21319, CCUG 55808, LMG 24714",1,Shinella fusca,GCA_014203155,negative
13902,"Ch06, 55.101","CCUG 56487, DSM 18401, JCM 13254, KCTC 12237",1,Shinella granuli,GCA_004341885,negative
13904,,"DSM 19334, CCBAU 25048, JCM 14778, LMG 24136, CCUG 56777",1,Shinella kummerowiae,GCA_009827055,negative
159722,AH-1,"KCTC 52677, CCTCC AB 2017242",1,Shinella pollutisoli,GCA_024609765,negative
13905,MS-4,"DSM 18801, NBRC 102122",1,Shinella yambaruensis,GCA_022899355,negative
1127,"PN 23, C 360","DSM 8716, ATCC 700160, CIP 104718, NCIB 10309, CCUG 47262, NCIMB 10309, LMG 17945",1,Shouchella clausii,GCA_002250115,positive
1305,,"DSM 23008, KCTC 13711, JSM 081003",1,Shouchella hunanensis,GCA_028735875,positive
1259,K11,"DSM 18940, CIP 108751, JCM 12663, NCIMB 14023",1,Shouchella oshimensis,GCA_002019765,positive
1273,,"DSM 19099, JCM 13820, MLB 2, MTCC 7633, CIP 109550, LMG 24751",1,Shouchella oshimensis,GCA_004375095,positive
1274,P203,"DSM 19153, NCIMB 14288",0,Shouchella oshimensis,GCA_001420645,positive
1234,,"DSM 16117, ATCC BAA-965, CIP 108678, PAT 05",1,Shouchella patagoniensis,GCA_002019705,positive
23666,HNA-14,"DSM 26902, CICC 10559, KCTC 33145, SCULCB HNA-14",1,Shouchella shacheensis,GCA_001484965,positive
6370,,"DSM 14600, CCUG 45864, CIP 107710, ATCC BAA-774, VPI D143K-13",1,Shuttleworthella satelles,GCA_000160115,positive
4378,508/05,"DSM 18397, CCUG 54945, CIP 109627, LMG 23730, JCM 16472",1,Siccibacter turicensis,GCA_000463155,negative
158554,,"CGMCC 1.15936, KCTC 62088, SYSU D8009",1,Siccirubricoccus deserti,GCA_014644195,negative
164126,SA-279,"JCM 31761, DSM 29840",1,Siculibacillus lacustris,GCA_004328075,negative
133213,KC90B,"DSM 103371, RCC 4681",1,Silicimonas algicola,GCA_003148765,negative
140357,MWH-Nonnen-W8red,"DSM 23856, CCUG 58639",1,Silvanigrella aquatica,GCA_001907975,negative
132354,DHOF10,"DSM 103429, CGMCC 1.13007, KCTC 42631",1,Silvibacterium dinghuense,GCA_004123295,negative
10502,ir6-4,"DSM 24239, CGMCC 1.8860, KCTC 22514, NBRC 103189",0,Silvimonas amylolytica,GCA_014645555,negative
10503,ir6-1,"DSM 24036, CGMCC 1.8859, KCTC 22513, NBRC 103188",1,Silvimonas iriomotensis,GCA_014645535,negative
10501,KM-45,"DSM 18233, KCTC 12358, NBRC 100961, JCM 21671, IAM 15217",1,Silvimonas terrae,GCA_014202765,negative
17906,SA1,"DSM 21679, BCRC 17597, JCM 13881",1,Simiduia agarivorans,GCA_000305785,negative
1220,R-6540,"DSM 16013, CIP 108820, LMG 22081",1,Siminovitchia farraginis,GCA_001439965,negative
1221,R-7190,"DSM 16014, CIP 108821, LMG 22080",1,Siminovitchia fordii,GCA_000374565,negative
1219,R-6514,"DSM 16012, CIP 108822, LMG 22079",1,Siminovitchia fortis,GCA_003605365,negative
133982,SgZ-10,"CCTCC AB 2012110, KACC 16873, DSM 105453",1,Siminovitchia thermophila,GCA_016909185,positive
